标注人_0,标注人_1,appid,序号,url,title,desc,0_场景,1_场景,0_行业,1_行业,,,,,,
myy,zxw,ca6bb744-2416-4003-9191-461c45bd7533,1208,http://www.rabbitpre.com/m/aMfeiad,? 寻新疆最美的雪中胡杨，美！美！美！,,事务性通知/科普,心灵鸡汤,无行业,无行业,事务性通知/科普,无行业,,,,
myy,zxw,20d0f032-819e-41a7-b664-ffd1756fc8ad,1209,http://www.rabbitpre.com/m/JJnqI3L,金证股份2017校园招聘,金证股份2016校园招聘！金空浩瀚，风华证茂，互联金融等你来！,招聘,招聘,互联网金融,工具软件,招聘,互联网金融,,,,
myy,zxw,40cbe2bd-0ce4-4f5e-848f-fa116e5f18c3,1210,http://www.rabbitpre.com/m/BjYRjyH,10.12福建,,产品推广,产品推广,零售渠道,购物中心,产品推广,零售渠道,,,,
myy,zxw,daca5ecd-7d03-4956-b370-3a4e7d4f90f1,1212,http://www.rabbitpre.com/m/riz7mFReD,舌尖上的美食——超凡（沈阳北行）美食班儿,美食班儿定于12月12-13日，提供家常菜、面食、甜点、无烟油炸类食品、披萨、西点等美食体验教学体验培训，欢迎各位热爱美食的大家们前来体验。,产品推广,产品推广,特长或素质培训,商业经验技能培训,产品推广,特长或素质培训,,,,
myy,zxw,e9f9c0f0-dfbf-4850-bca7-380fbe9fa9e5,1213,http://www.rabbitpre.com/m/rERYfMQAT,招聘-福建土楼自然博物馆,等你来挑战,招聘,招聘,文娱,政府综合服务,招聘,其它社会服务,？,,,
myy,zxw,e09731ec-0873-4f6f-9a1f-137a4d31e247,1214,http://www.rabbitpre.com/m/ANbqii6,百万红包送送送！,"天子温泉贺新年，百万红包大派送，十二项主题活动""乐""动""泉""城，无需购票，邀您免费参加",产品推广,节日祝福,度假,度假,产品推广,度假,,,,
myy,zxw,0cee8c60-2428-474c-b258-594c1b3ae106,1215,http://www.rabbitpre.com/m/BV3UBrC,天青色等雨，而我在等你  大陈乡村旅游创客联盟招募队员,永康人的“丽江小镇”正在筹备中，现公开招募有思想，有创意的店主加入我们！,招募,招商,旅游,度假,招商,度假,,,,
myy,zxw,bc39ee8e-f462-4487-9abe-5d743c5f3f39,1217,http://www.rabbitpre.com/m/Y3Mniex,牛山一小社团共建轮滑组志愿者招募,欢迎会轮滑的同学报名,招募,招募,学校教育,运动健身,校园事务,学校教育,,,,
myy,zxw,b7583b3b-f9e0-4e46-acc8-7e66f498809b,1219,http://www.rabbitpre.com/m/ay72V3b6y,台湾三佳第6期抛光与镀晶培训开始招生啦~！,,产品推广,校园事务,商业经验技能培训,商业经验技能培训,产品推广,商业经验技能培训,,,,
myy,zxw,4138d431-2903-4078-9b27-fd45ea36c185,1221,http://www.rabbitpre.com/m/NQAmV3FRd,红馆六周年庆！ 双店同庆！双重惊喜！！,红馆六周年啦~ 感谢一路上有大家的陪伴。特此在周年之际举行购物返现，购物赠好礼的活动！欢迎大家光临！,产品推广,年会/庆典,零售渠道,购物中心,产品推广,零售渠道,,,,
myy,zxw,e2e3f08b-8d92-4d5c-8708-789de54bc5eb,1222,http://www.rabbitpre.com/m/FbYnyiv,别让“教门”伤到教门人,,个人其它,心灵鸡汤,无行业,无行业,心灵鸡汤,无行业,,,,
myy,zxw,85a47461-1eeb-47bc-a8e3-c35f7a52b7b1,1223,http://www.rabbitpre.com/m/n6ZBNjh,我是第{{count}}位查询童心余额的宝宝，你也来查查吧~,我的童心还在，你的呢~,产品推广,心灵鸡汤,工具软件,无行业,产品推广,实业平台,,,,
myy,zxw,ba18c2af-42ba-45dd-9f77-10feae502126,1224,http://www.rabbitpre.com/m/Bfuimml,竹溪·云窝众筹项目策划书,消费变投资，众筹赢天下！,招聘,招商,酒店,住宅,招聘,酒店,,,,
myy,zxw,44627354-2d4b-4142-98e5-2b9d5a451f6c,1225,http://www.rabbitpre.com/m/MreQjed,自由90创业谷开放招商啦,杭州自由90创业谷开放招商。创业洞天福地就在这里，最后黄金2000㎡。,招商,招商,商业地产,地产中介,招商,商业地产,,,,
myy,zxw,eee4f62c-63fb-4321-8a04-dc4d34024a9b,1227,http://www.rabbitpre.com/m/jjzrEvM2B,2016年新谭小学89届同学会照片集锦（完整版）,27年相聚（2016年09月10-11日）,校友会,朋友聚会,无行业,无行业,校友会,无行业,,,,
myy,zxw,f783d9a4-a5d9-4cbd-a996-a37e57b0f196,1229,http://www.rabbitpre.com/m/faq6IZvUz,超级聚划算鼎一联盟大牌钜献,超级聚划算鼎一联盟大牌钜献，快来抢购吧！！,产品推广,产品推广,家装建材,电商,产品推广,家装建材,,,,
myy,zxw,5548b485-a944-410d-b986-b1bc02a067e4,1230,http://www.rabbitpre.com/m/UvAbMfg,国家级继续教育项目：呼吸相关伤口护理会议通知,主题：开拓 创新 专业 发展 时间：2016年8月12日-14日 地点：内蒙古医科大学附属医院,讲座,事务性通知/科普,医疗,特长或素质培训,讲座,医疗,,,,
myy,zxw,fb6df178-1de6-46d3-89d4-48db804906b3,1231,http://www.rabbitpre.com/m/IB2N2rURw,高端品鉴会,行业新品邀您品鉴,行业展会,行业展会,家装建材,家具,家装建材,行业展会,家装建材,家具,,
myy,zxw,5b09b812-c48c-47db-abc1-6b708b2ece42,1232,http://www.rabbitpre.com/m/AmVv6IvqJ,武清喆·啡酒店开业,武清喆·啡酒店即将开业，诚邀各位参加开业盛典。,开业,开业,餐饮,酒店,开业,餐饮,,,,
myy,zxw,4cb5c719-4182-4aa8-8807-af23dccf22e4,1233,http://www.rabbitpre.com/m/RAmVfqER0,康师傅饮品促销系列, ,封禁,产品推广,无行业,餐饮,封禁,餐饮,,,,
myy,zxw,79f9b24d-e11d-47bc-8f95-5fc3dcd6597b,1236,http://www.rabbitpre.com/m/JJrYvaG,海鼎公司招募小伙伴啦！,如果您对未来充满梦想，对成功充满渴望，那么请让我们携手同行，真诚合作，实现梦想，共创未来！,招聘,招聘,零售渠道,工具软件,招聘,工具软件,,,,
myy,zxw,97920ec6-7228-4f4c-8d6d-7cadda1d644a,1237,http://www.rabbitpre.com/m/FnzV3jFBR,“漫话琼山”系列之一：”琼山区“四个战略定位”,,政府事务,产品推广,政府综合服务,政府综合服务,政府事务,政府综合服务,,,,
myy,zxw,e267b774-2623-419d-a4cd-8b28f2b5dd74,1238,http://www.rabbitpre.com/m/R2zFRYnVc,第二届店铺营销高峰论坛,打破行业瓶颈  实现转型蜕变,行业论坛,行业论坛,广告,保健品/OTC；非生活消费品；医药用品,行业论坛,广告,,,,
myy,zxw,f5c2e5df-1c9a-4df9-a7b7-c053b95ddb4e,1240,http://www.rabbitpre.com/m/vq6AYf6Ae,华美新天地国际影城开业在即，诚聘小伙伴入伙一起嗨,耀世巨献新天地，景声无敌大影城。 华美新天地国际影城热诚招贤纳士！ ,招聘,招聘,电影院,影视,招聘,电影院,,,,
myy,zxw,fffd150a-2014-4c6e-a810-2ec802063424,1241,http://www.rabbitpre.com/m/QV7fMbq,"【邀请函】陕西有""一点""不同",暨一点资讯区域市场战略发布会,公司会议,产品推广,内容平台,内容平台,产品推广,内容平台,,,,
myy,zxw,e19aef7e-9c6e-4d7a-a56d-22c7acb62e5c,1247,http://www.rabbitpre.com/m/ruIVVrN,2016中国办公设备行业年会佳能邀请函,,年会/庆典,年会/庆典,照相机,摄影,年会/庆典,照相机,,,,
myy,zxw,223e3125-43b6-423b-9600-c81a7cfa36ea,1250,http://www.rabbitpre.com/m/IvEzaa2,腾冲汇智科技新年大酬宾,腾冲汇智科技！新年大酬宾，进店有好礼。,产品推广,产品推广,电脑,其它3C产品,产品推广,电脑,,,,
myy,zxw,0582d062-cac2-4c96-8c72-20c60dcf62cd,1251,http://www.rabbitpre.com/m/YzeAfyN,享·城市质感丨6月2日 相约北京聆听梁景华的梦时代,我有强大的名师阵容、丰厚的奖金、还有意大利游学之旅，你准备好设计了吗？,艺术竞赛,文化竞赛,设计,商业地产,艺术竞赛,设计,,,,
myy,zxw,4269d378-fbf5-49ab-8817-3cca3b054b85,1252,http://www.rabbitpre.com/m/reMVF3x,《嚣夜》免费送汽车夜光停车牌啦！一人只要49元，随你吃到饱！,集满18个赞，快来帮我赞一下！喜力啤酒更是买六送一哦！,产品推广,产品推广,餐饮,酒,产品推广,餐饮,,,,
myy,zxw,068bea90-6e54-477f-96c7-be9be6d18358,1253,http://www.rabbitpre.com/m/njzNuMInX, 纪念顾伯华先生百年诞辰系列活动,纪念顾伯华先生百年诞辰系列活动,行业论坛,演出,医疗,医疗,行业论坛,医疗,,,,
myy,zxw,1a77ddba-321d-41b4-97b8-d38a815a9d30,1256,http://www.rabbitpre.com/m/V77FF3F,安徽佰瑞多公司的代工产品介绍,安徽佰瑞多公司的代工产品介绍！,产品推广,产品推广,休闲食品,餐饮,产品推广,休闲食品,,,,
myy,zxw,38203a86-467e-4ac4-9745-b82eaa8d08d5,1257,http://www.rabbitpre.com/m/YjUJjuK,象印水杯轻松免费带回家,连续转发此条H5到朋友圈5天，并累计获得99个赞，即可获得象印保温杯一个,产品推广,产品推广,特长或素质培训,应试及考证培训,产品推广,特长或素质培训,,,,
myy,zxw,51a3f75e-920a-4c04-82d2-d61117b5bce7,1259,http://www.rabbitpre.com/m/eeaumyo,财通证券招聘,公司固定收益部公开招聘全职岗位，我们诚挚欢迎各位优秀人才加入！,招聘,招聘,证券,其它金融服务（待分）,招聘,证券,,,,
myy,zxw,11f0c177-6cbf-49fd-8342-9a63d0c77ad9,1260,http://www.rabbitpre.com/m/3rMmNeEJQ,为真NGS新技术发布会,剑出为真，液有巅峰,产品推广,行业论坛,非生活消费品,医疗,行业论坛,医疗,,,,
myy,zxw,974cc595-e44d-418c-9301-da2761778af2,1261,http://www.rabbitpre.com/m/ni6Rf2r,圣诞祝福您,时间：2015年12月19日（周六晚19:00-21:00） 地点：晋江市万达广场3号门椭圆中庭 主,演出,演出,无行业,购物中心,演出,购物中心,,,,
myy,zxw,9f19c708-ba2d-46a8-9813-cf487d21df4d,1263,http://www.rabbitpre.com/m/Uf6uyFBId,瑶瑶冰淇淋新品已登场！！,新品已登场，你准备好了吗？？？,产品推广,产品推广,休闲食品,餐饮,产品推广,休闲食品,,,,
myy,zxw,db57e736-724d-4df2-851d-f8cd711f8deb,1264,http://www.rabbitpre.com/m/yqym2iX,万和证券深圳福田中心区营业部,用言语点亮希望，用行动付诸力量。,产品推广,产品推广,证券,其它金融服务（待分）,产品推广,证券,,,,
myy,zxw,6a5a6935-6a23-4a79-a075-d4e7a864accf,1266,http://www.rabbitpre.com/m/ZZ3NYZv6v,致敬心灵的港湾，父亲节快乐！,每个父亲，都有一颗疼惜家人的狮子心。父亲节，放下工作，陪伴才是最长情的告白！,节日祝福,心灵鸡汤,游戏,,节日祝福,心灵鸡汤,,,,
myy,zxw,63ebf397-523a-47c3-902c-7a05d0719ac6,1267,http://www.rabbitpre.com/m/eErENfV,一年一次 疯抢10天,河姆渡周年庆疯抢10天，行业盛宴不容错过。（活动时间：11月2日-11月11日）,产品推广,产品推广,电商,手机,产品推广,电商,,,,
myy,zxw,23e122a8-6eea-46e9-8422-e08393cba9a9,1268,http://www.rabbitpre.com/m/RIvybyVB8,敬业葆仁心 急救谱赞歌,,团队展示/团建,心灵鸡汤,医疗,无行业,无行业,无行业,,,,
myy,zxw,e2a59006-36a4-408c-9f73-6f44be547892,1269,http://www.rabbitpre.com/m/rMVNJjh,明远教育”迎新年职工趣味运动会“,为了进一步活跃明远教育教职工的文化生活，展示明远教育广大职工团结和谐、充满活力的精神面貌，弘扬体育精神，增进友谊一，明远教育集团定于12月20日在电大东门广场举办明远教育“迎新年职工趣味运动会“。,团队展示/团建,体育竞赛,应试及考证培训,学校教育,团队展示/团建,应试及考证培训,,,,
myy,zxw,5bfa8b72-7892-4097-bd58-e06bbf376049,1272,http://www.rabbitpre.com/m/myQvUbx,ivvi · 山西 · 诚邀你的加入！,ivvi · 山西 · 诚邀你的加入！,产品推广,招聘,手机,手机,招聘,手机,,,,
myy,zxw,697630b2-8c4c-415b-acf0-e0407ac7a2ff,1273,http://www.rabbitpre.com/m/3Fnzrqy7c,点拨“听单词”,单词到底Get多少？扫码听听你秒懂！,产品推广,产品推广,应试及考证培训,工具软件,产品推广,工具软件,,,,
myy,zxw,e546c23a-12f3-46d9-9fba-586414aa1ddb,1274,http://www.rabbitpre.com/m/Qna2Mz4,好消息！TCL内购会精彩继续！,活动火爆，应消费者要求，TCL内购会将延长一周,产品推广,产品推广,家电,购物中心,产品推广,家电,,,,
myy,zxw,7d7f75ee-fd69-4513-af10-0f03aba76145,1276,http://www.rabbitpre.com/m/36fQzij,【付费】帮帮团社群招募！,有江湖，就不孤独！,产品推广,招募,内容平台,内容平台,招募,内容平台,,,,
myy,zxw,ff0e9dab-1a72-4039-ba99-03b70d15bef8,1277,http://www.rabbitpre.com/m/6mzzzzbi7,必杀技1--教你玩转Excel,Excel大神来了---办公软件就这么简单！,产品推广,讲座,商业经验技能培训,工具软件,讲座,工具软件,,,,
myy,zxw,3c20968a-17a7-4e94-ac76-c7ad28890fa1,1278,http://www.rabbitpre.com/m/UJfMeqMIB,您是第{{count}}位参加此次点击的用户,  {我们的梦，中国的梦}           Our dream，Chinese dream??,艺术竞赛,文化竞赛,影视,媒体,艺术竞赛,媒体,,,,
myy,zxw,5c9cf57a-5923-4ff0-8fcb-2ddfd8dbd546,1279,http://www.rabbitpre.com/m/zNIJ3F3N0,北川美人树网咖盛大开业,北川美人树网咖盛大开业 酷炫到爆 快乐无限 免费体验开启中~美人树已接待{{count}}位顾客,开业,开业,网吧,网吧；其它休闲娱乐场所,开业,网吧；其它休闲娱乐场所,,,,
myy,zxw,11eff33c-79cf-45c0-ae03-ae009836add1,1281,http://www.rabbitpre.com/m/EfMQYZfE1,2016吴忠邮政“金猴纳福” 金融狂欢节,一万元一年收益：350元 一万元两年收益：790元,产品推广,产品推广,理财,邮政,产品推广,理财,,,,
myy,zxw,0caf3e6b-b5cc-466a-a144-26b28e7bee3c,1282,http://www.rabbitpre.com/m/6YfUvE374,「和秀姑苏」邀请函,2016.10.30苏州图迈国际家居开业大典-苏州图迈家居,产品推广,开业,家具,家居软饰,开业,家居软饰,,,,
myy,zxw,ad2765f5-89a6-4e0c-a1e0-f20a3a2ae6ff,1283,http://www.rabbitpre.com/m/jeeaqmT,我想有个家,柯演装饰 定制你的幸福家,产品推广,产品推广,家装建材,家居软饰,产品推广,家居软饰,,,,
myy,zxw,8089296e-cdc0-4a9d-a531-019655f5c893,1284,http://www.rabbitpre.com/m/neANru3,10月23日陆风汽车-超级购车团,厂家直销，现场抽奖豪礼大放送，全系车型价格有保证，还不出手？,产品推广,产品推广,汽车服务,汽车,产品推广,汽车,,,,
myy,zxw,c2b64071-3997-4d8e-9321-b86b990a6bea,1285,http://www.rabbitpre.com/m/6vU36rN,康佰嘉微信公开课pro版,,产品推广,讲座,运动健身,运动健身,讲座,运动健身,,,,
myy,zxw,515b54e6-e652-438b-9913-39e8de46dc92,1286,http://www.rabbitpre.com/m/2Nea62zFE,2016猴年许愿有礼,2016猴年许愿有礼 您敢许愿，即可抽奖！,团队展示/团建,产品推广,餐饮,餐饮,产品推广,餐饮,,,,
myy,zxw,5e07f98b-d7b1-4f51-9725-f79eccdc33e8,1288,http://www.rabbitpre.com/m/bqij7uUZq,"520,送给你的不二情书",,节日祝福,心灵鸡汤,咨询,无行业,节日祝福,无行业,,,,
myy,zxw,6c49043d-5c0e-4544-a70d-07fc181def33,1289,http://www.rabbitpre.com/m/YVNruye,津乐园星级店面招聘啦！！！,男神女神快到碗里来~~~,招聘,招聘,餐饮,休闲食品,招聘,餐饮,,,,
myy,zxw,db50fa5f-cfb1-4a81-830b-0080eee86e58,1292,http://www.rabbitpre.com/m/MAey7Y3rA,奥斯芬纯欧系贵族SPA?明星饭局,奥斯芬纯欧系贵族SPA?明星饭局,产品推广,产品推广,美妆,其它休闲娱乐场所,产品推广,其它休闲娱乐场所,,,,
myy,zxw,e93f2b8a-51f7-4ace-86e4-c1f504045e6c,1296,http://www.rabbitpre.com/m/UNjMBvT,4月10日大盛归来，建材家居家电工厂团购惠与您相约国宴伊品,海石湾准备装房子的业主福利来了，家居品牌一站购，价格工厂直供，买贵差价十倍返还，您不可错过的家装盛宴,产品推广,产品推广,家具,家电,家居软饰,家居软饰,产品推广,家具,家电,家居软饰
myy,zxw,31db5b24-eabf-43d4-856e-fbafb5ecaed0,1299,http://www.rabbitpre.com/m/AzYNRju,湖南联通物联网峰会邀请函,衷心感谢您多年来对湖南联通的关心支持和帮助。我们诚挚地邀请您出席2016年湖南物联网峰会。,行业论坛,行业论坛,实业平台,通信,行业论坛,通信,,,,
myy,zxw,793cfa03-8d31-46d2-8ca9-3896fad5698d,1300,http://www.rabbitpre.com/m/U3iauqe,老妈厨房,,产品推广,开业,餐饮,餐饮,产品推广,餐饮,,,,
myy,zz,ec0f58ac-6eff-4f8f-8d75-dbfeabbcfddf,5,http://www.rabbitpre.com/m/FjY3mmO,e修鸽城市合伙人虚位以待,比开超市投入更少，更简单，更赚钱的项目,招聘,招商,家装建材,家装建材,,,,,,
myy,zz,6d18b794-ec2e-49b8-adb0-c7f3bb0d903e,8,http://www.rabbitpre.com/m/U3zF3Fv6K,云里智能园,云里智能园,产品推广,招商,商业地产,商业地产,,,,,,
myy,zz,27ce77a4-e467-4990-8ed0-f4e84dc7045f,10,http://www.rabbitpre.com/m/mVBuEJZvg,启航班掠影,启航班掠影,团队展示/团建,产品推广,建筑业,建筑业,,,,,,
myy,zz,d6996f4e-b42a-40b2-9b9a-1b73f85d288f,11,http://www.rabbitpre.com/m/VfijVRu6v,10张图告诉你加入大都游艇会的理由！,大都海上运动，一起玩转海洋！,产品推广,产品推广,运动健身,度假,,,,,,
myy,zz,7a68cf41-e0f5-45a2-b56f-c799bb632970,13,http://www.rabbitpre.com/m/RQAAIfMY1,【高薪诚聘优秀博后】,国家“杰青”“千人”、浙大求是特聘教授欧阳宏伟课题组招聘优秀博士后，待遇从优，期待你的加入！,招聘,招聘,科研,医疗,,,,,,
myy,zz,d53769a3-03c0-44cf-89bd-bba3b3182300,14,http://www.rabbitpre.com/m/Bb6biub,景仁馅饼, 走进景仁,产品推广,产品推广,粮油副食,餐饮,,,,,,
myy,zz,ef185342-321c-4119-92be-0fb21846e8aa,15,http://www.rabbitpre.com/m/AzIRnme,隆金宝招聘--we want you!,有才你就来！我们在寻找才华横溢，怀揣梦想的战友。,招聘,招聘,互联网金融,其它各种金融（待分）,,,,,,
myy,zz,02c4401d-51a2-4715-b06d-65a1a6b47733,16,http://www.rabbitpre.com/m/qEvUvqh,清原木海明玥庄园暑期活动邀请函,清原木海明玥庄园暑期活动方案。,产品推广,招商,特长或素质培训,教育培训,,,,,,
myy,zz,1b1af83d-3d1d-46ae-9900-75a2991dd858,17,http://www.rabbitpre.com/m/qQFRnqA,《翼纪元》第24话 父亲,,个人其它,个人其他,无行业,,,,,,,
myy,zz,838aadf1-82a3-40fa-b43e-f179ea9d3e29,18,http://www.rabbitpre.com/m/bUvibayzd,神州神领头羊模式,半天领头羊模式，做小会您值得选择！,招商,产品推广,奶制品,奶制品,,,,,,
myy,zz,9dd5264a-348d-4fbf-9fda-28c5f84e61e8,20,http://www.rabbitpre.com/m/vqyaMvJ,哈雷电动感谢您的推广，领取推广奬请点击进入！w,领取后24小时内到账,产品推广,产品推广,非机动车,汽车,,,,,,
myy,zz,8da536c6-da0e-4811-8d14-cbc590c4b09b,23,http://www.rabbitpre.com/m/EBuMmFnbG,新春国礼  贡猴鑫喜,2016年1月15日下午 国礼文化发展委员会 “新春国礼  贡猴鑫喜”年会在京举办,行业展会,产品推广,艺术品古董,字画,,,,,,
myy,zz,5828d657-c5d0-44fc-848f-d017da408c5b,24,http://www.rabbitpre.com/m/6vye6fA,浩瀚深度亮相中国通信展,浩瀚诚邀您感受全景大数据 深度体验大数据的智慧之光,产品推广,行业展会,工具软件,通信,,,,,,
myy,zz,46660dd2-8677-4b53-9c27-3cb78eb8dbe4,26,http://www.rabbitpre.com/m/f62F37A2n,社团联合会,外联部！,校园事务,校园事务,学校教育,应试及考试培训,,,,,,
myy,zz,d0d037b2-51b1-4803-84c0-d791769d4ff9,27,http://www.rabbitpre.com/m/QmNmryVvn,双响炮——海宝电动车,极致动感的选择，双响炮爆破登场！ ,产品推广,产品推广,非机动车,汽车,,,,,,
myy,zz,596b1bd4-ec33-4426-8e90-d4c4d7736575,28,http://www.rabbitpre.com/m/vizFJRYfP,贝思德壁纸新品上市 全国部分区域招代理,墨艺品牌新品火爆上市！全国部分地区隆重招商！招商！招商！重要的事情说三遍！,产品推广,产品推广,家居软饰,家装建材,,,,,,
myy,zz,132fbccd-9121-4894-965b-be633529d448,32,http://www.rabbitpre.com/m/jjVJZnzFH,?祝你?七夕情人节快乐?,,节日祝福,心灵鸡汤,无行业,,,,,,,
myy,zz,fb13929a-a7ee-4781-9e81-76aa9306f777,33,http://www.rabbitpre.com/m/Y3FfMAuiQ,圣诞邀请卡,欢迎您的到来,其他宴请,个人其他,无行业,,,,,,,
myy,zz,ea5c67fd-cec4-48ec-8d68-745c19fb81ee,34,http://www.rabbitpre.com/m/aA32Mzt,“优秀医学著作暨文献检索、SCI论文”学术会议邀请函,“优秀医学著作暨文献检索、SCI论文”学术会议邀请函,行业论坛,行业论坛,科研,医疗,,,,,,
myy,zz,a2ea217f-c21e-4124-931d-bc9019c510d3,35,http://www.rabbitpre.com/m/vqi7QI3Fq,埃米国际影城,万名会员征集,产品推广,产品推广,电影院,影视,,,,,,
myy,zz,0a0c0ec5-e81a-4683-b38f-ea2dd8c9dada,36,http://www.rabbitpre.com/m/uEJZB2NYf,庆祝国庆67周年，购买江淮轻卡最高可享1.9万优惠,庆祝国庆67周年，海南雄风江淮轻卡特给超值让利，最高可享1.9万元大礼包，与国同庆，您还等什么？,节日祝福,产品推广,汽车服务,汽车,,,,,,
myy,zz,2395c1d5-10b9-449d-9697-b306ebf47913,42,http://www.rabbitpre.com/m/NeqaE3z7B,香港皮草广场 · 太原街    招兵买马！,够逼格，你就来！,招聘,招聘,服装相关,购物中心,,,,,,
myy,zz,c2ed46a8-fd95-48e9-89f6-0b5a2701b98b,48,http://www.rabbitpre.com/m/7Jvyyif,太阳虽远，但必有太阳,口口声声说学历算个屁，心里却还是不甘心。,产品推广,产品推广,内容平台,应试及考试培训,,,,,,
myy,zz,cccebf20-caaa-4ff6-8d99-50e6b8085aff,49,http://www.rabbitpre.com/m/ANFjErO,天一志远-会计代理记账、财税外包、财税顾问、企业信息化服务等,,产品推广,产品推广,会计,审计,,,,,,
myy,zz,1f8f749d-68ef-402d-8ade-0e3218e7a68c,50,http://www.rabbitpre.com/m/aMIRmbEnw,诸城检车新变革，有车一族请关注！,0,产品推广,产品推广,汽车服务,交通,,,,,,
myy,zz,05a7d47b-3ce8-4aa8-93de-1f2972739498,52,http://www.rabbitpre.com/m/Q7ZnuaE,史上最长生日派对,,产品推广,产品推广,能源,材料,,,,,,
myy,zz,396c91d1-7957-4afd-93c9-dd47a3ce8f8c,53,http://www.rabbitpre.com/m/3NAAmNAI8,9.8【“厦”末邂逅?勇“港”说爱】联谊活动回顾,9.8【“厦”末邂逅?勇“港”说爱】联谊活动回顾。,相亲,行业展会,无行业,内容平台,,,,,,
myy,zz,501a0fd4-ecc7-4297-b2ba-1a6d097ef5a0,54,http://www.rabbitpre.com/m/ueIZJrR,同花顺销售专场招聘,欢迎加入同花顺,招聘,招聘,互联网金融,内容平台,,,,,,
myy,zz,25b9308a-7695-4beb-97d5-64b14a31a0ba,55,http://www.rabbitpre.com/m/z6Zveal,江苏省云南商会第一届会员代表大会暨第一次理事会,江苏省云南商会第一届会员代表大会暨第一次理事会邀请函,行业论坛,产品推广,政府综合服务,,,,,,,
myy,zz,f30ef8db-15d2-4bd2-8cc3-ef701f0a4e26,56,http://www.rabbitpre.com/m/3FBQAInbx,金羊是如何炼成的？一只羊成“精”的故事！,有机、精选、自由散养、GPS视频监控、排酸、小包装、全部位精细分割！“精”而美！优品.限量供应！,产品推广,产品推广,生鲜水果,农业,,,,,,
myy,zz,966bc801-52b7-4d26-928d-8df20b3eb105,58,http://www.rabbitpre.com/m/N7jUNze,这个国庆，再不去九山就晚了！,弥河之源，大美九山，绿水青山，金山银山。,朋友聚会,产品推广,旅游,旅游,,,,,,
myy,zz,d25b5b04-fbda-4692-99d8-f33839102310,59,http://www.rabbitpre.com/m/En7eEn7Yq,南通星光耀广场，网红诞生记！,星光耀广场，开启完美新生活,产品推广,产品推广,购物中心,零售渠道,,,,,,
myy,zz,344ba23c-6c9c-4ef2-b8d2-36eab50596f4,65,http://www.rabbitpre.com/m/Mm7AeyrqU,保税全球购V4创新型商业模式全球启动会,坤山集团2016 V4创新型商业模式全球启动会将于9.23日正式举行，跨境营销大咖在此恭候！,招商,产品推广,电商,电商,,,,,,
myy,zz,2fe5b593-cc41-499b-a651-7180195e7fa1,68,http://www.rabbitpre.com/m/UZ3VvqUnG,森迈特秋冬大片集结,FASHION引领时尚潮流,产品推广,产品推广,鞋帽,服装,,,,,,
myy,zz,8043dab6-65ba-41de-b571-5dc7629c9544,71,http://www.rabbitpre.com/m/mQjuEb4,皇甫幼儿园艺术中心开课了！,皇甫幼儿园艺术中心开课了！你还在等什么？快点加入吧！,产品推广,产品推广,特长或素质培训,应试及考试培训,,,,,,
myy,zz,d441299b-8ae5-4d20-bcea-6047638021c2,76,http://www.rabbitpre.com/m/qi7QeaUJH,Tsega clothing 七月十五号服装表演秀,青海省西宁市莫佳街凯达广场八楼阿克班玛民族风情宫！,演出,产品推广,服装,服装,,,,,,
myy,zz,05eff3a1-7b5f-47e3-9358-ee3ea70555d2,77,http://www.rabbitpre.com/m/zEnQVvl,乐遇纯K上高店,全国连锁乐遇纯K上高店,产品推广,开业,KTV,KTV,,,,,,
